,year,locality,estimated value ($),sale Price ($),property,residential,num_rooms,num_bathrooms,carpet_area_sq_ft,property_tax_rate,face,month_name,difference,Season,house_age
6942,2019,Bridgeport,112970.0,88000.0,Three Family,Triplex,6,6,2066.0,1.0258995,South,May,24970.0,Spring,5
6943,2019,Greenwich,1534190.0,2475000.0,,Detached House,3,2,1049.0,1.0258995,South,May,-940810.0,Spring,5
6945,2019,Waterbury,78050.0,97000.0,Single Family,Detached House,3,3,1054.0,1.0258995,South,May,-18950.0,Spring,5
6946,2019,Fairfield,246260.0,273000.0,Single Family,Detached House,3,3,922.0,1.0258995,West,May,-26740.0,Spring,5
6947,2019,Bridgeport,119350.0,196000.0,Single Family,Detached House,3,3,936.0,1.0258995,North,May,-76650.0,Spring,5
6948,2019,Stamford,434880.0,820000.0,Single Family,Detached House,3,1,1080.0,1.0258995,South,May,-385120.0,Spring,5
6949,2019,Bridgeport,138220.0,140000.0,Three Family,Triplex,6,4,1830.0,1.0258995,West,May,-1780.0,Spring,5
6950,2019,Fairfield,287630.0,430000.0,Two Family,Duplex,4,3,1422.0,1.0258995,North,May,-142370.0,Spring,5
6951,2019,Waterbury,89280.0,64000.0,Three Family,Triplex,6,6,1911.0,1.0258995,South,May,25280.0,Spring,5
6952,2019,Greenwich,455980.0,567500.0,Single Family,Detached House,3,2,1006.0,1.0258995,South,May,-111520.0,Spring,5
6953,2019,Waterbury,45730.0,90000.0,,Triplex,6,6,1951.0,1.0258995,North,May,-44270.0,Spring,5
6954,2019,Fairfield,263270.0,300000.0,Single Family,Detached House,3,1,1024.0,1.0258995,West,May,-36730.0,Spring,5
6955,2019,Fairfield,406070.0,625000.0,Single Family,Detached House,3,3,1079.0,1.0258995,East,May,-218930.0,Spring,5
6956,2019,Fairfield,644490.0,875000.0,Single Family,Detached House,3,1,983.0,1.0258995,South,May,-230510.0,Spring,5
6957,2019,Stamford,652490.0,1050000.0,Single Family,Detached House,3,1,1013.0,1.0258995,West,May,-397510.0,Spring,5
6958,2019,Unknown,1210720.0,2100000.0,Single Family,Detached House,3,3,1089.0,1.0258995,South,May,-889280.0,Spring,5
6959,2019,Bridgeport,103290.0,74250.0,Two Family,Duplex,4,3,1348.0,1.0258995,North,May,29040.0,Spring,5
6960,2019,Stamford,241380.0,545000.0,Two Family,Duplex,4,2,1406.0,1.0258995,North,May,-303620.0,Spring,5
6961,2019,Bridgeport,116700.0,177000.0,Single Family,Detached House,3,2,900.0,1.0258995,North,May,-60300.0,Spring,5
6963,2019,Stamford,240920.0,1525000.0,Single Family,Detached House,3,2,974.0,1.0258995,West,May,-1284080.0,Spring,5
6964,2019,Stamford,225940.0,233000.0,Single Family,Detached House,3,3,1016.0,1.0258995,North,May,-7060.0,Spring,5
6965,2019,Bridgeport,145320.0,192225.0,Single Family,Detached House,3,1,1056.0,1.0258995,East,May,-46905.0,Spring,5
6966,2019,Norwalk,835120.0,950000.0,Single Family,Detached House,3,3,978.0,1.0258995,South,May,-114880.0,Spring,5
6967,2019,Norwalk,196840.0,315000.0,Two Family,Duplex,4,2,1477.0,1.0258995,West,May,-118160.0,Spring,5
6968,2019,Unknown,155710.0,300000.0,Four Family,Fourplex,8,8,2840.0,1.0258995,South,May,-144290.0,Spring,5
6969,2019,Waterbury,170300.0,182000.0,Single Family,Detached House,3,1,1015.0,1.0258995,South,May,-11700.0,Spring,5
6970,2019,Greenwich,1298500.0,3100000.0,Single Family,Detached House,3,1,997.0,1.0258995,West,May,-1801500.0,Spring,5
6971,2019,Fairfield,399490.0,369643.0,,Detached House,3,2,921.0,1.0258995,North,May,29847.0,Spring,5
6972,2019,Stamford,252110.0,520000.0,Two Family,Duplex,4,3,1207.0,1.0258995,South,May,-267890.0,Spring,5
6973,2019,Stamford,313940.0,450000.0,Single Family,Detached House,3,3,903.0,1.0258995,West,May,-136060.0,Spring,5
6974,2019,Waterbury,91540.0,44000.0,Single Family,Detached House,3,1,944.0,1.0258995,East,May,47540.0,Spring,5
6975,2019,Waterbury,140570.0,197000.0,Single Family,Detached House,3,1,1035.0,1.0258995,North,May,-56430.0,Spring,5
6976,2019,Fairfield,295260.0,295000.0,Single Family,Detached House,3,2,969.0,1.0258995,North,May,260.0,Spring,5
6977,2019,Stamford,225850.0,445000.0,,Detached House,3,1,1077.0,1.0258995,East,May,-219150.0,Spring,5
6978,2019,Norwalk,616630.0,795000.0,,Detached House,3,1,904.0,1.0258995,South,May,-178370.0,Spring,5
6979,2019,Bridgeport,143300.0,116000.0,Single Family,Detached House,3,1,1091.0,1.0258995,North,May,27300.0,Spring,5
6980,2019,Waterbury,100160.0,118500.0,Single Family,Detached House,3,1,1053.0,1.0258995,West,May,-18340.0,Spring,5
6982,2019,Norwalk,304200.0,149058.0,Two Family,Duplex,4,4,1244.0,1.0258995,East,May,155142.0,Spring,5
6984,2019,Waterbury,14630.0,16000.0,Single Family,Detached House,3,1,1044.0,1.0258995,West,May,-1370.0,Spring,5
6985,2019,Norwalk,458180.0,685000.0,Single Family,Detached House,3,3,1059.0,1.0258995,North,May,-226820.0,Spring,5
6986,2019,Unknown,531210.0,1110000.0,,Detached House,3,3,929.0,1.0258995,West,May,-578790.0,Spring,5
6987,2019,Bridgeport,125810.0,137800.0,Three Family,Triplex,6,5,1828.0,1.0258995,North,May,-11990.0,Spring,5
6988,2019,Bridgeport,174590.0,227000.0,,Triplex,6,6,2084.0,1.0258995,North,May,-52410.0,Spring,5
6989,2019,Waterbury,81870.0,25400.0,,Detached House,3,1,1036.0,1.0258995,West,May,56470.0,Spring,5
6990,2019,Greenwich,3225950.0,3700000.0,Single Family,Detached House,3,2,1059.0,1.0258995,East,May,-474050.0,Spring,5
6991,2019,Norwalk,255120.0,435000.0,Single Family,Detached House,3,2,978.0,1.0258995,North,May,-179880.0,Spring,5
6992,2019,Stamford,184350.0,450000.0,Two Family,Duplex,4,2,1251.0,1.0258995,North,May,-265650.0,Spring,5
6993,2019,Greenwich,364210.0,615000.0,Single Family,Detached House,3,3,1025.0,1.0258995,North,May,-250790.0,Spring,5
6994,2019,Norwalk,856890.0,790000.0,Single Family,Detached House,3,3,1041.0,1.0258995,South,May,66890.0,Spring,5
6996,2019,Stamford,393090.0,713000.0,Single Family,Detached House,3,3,1056.0,1.0258995,North,May,-319910.0,Spring,5
6997,2019,Waterbury,54110.0,50000.0,Single Family,Detached House,3,1,994.0,1.0258995,North,May,4110.0,Spring,5
6999,2019,Waterbury,102090.0,132500.0,Single Family,Detached House,3,3,924.0,1.0258995,East,May,-30410.0,Spring,5
7000,2019,Stamford,1220320.0,1610000.0,Single Family,Detached House,3,3,1054.0,1.0258995,East,May,-389680.0,Spring,5
7003,2019,Greenwich,1444450.0,2850000.0,Single Family,Detached House,3,2,965.0,1.0258995,East,May,-1405550.0,Spring,5
7004,2019,Stamford,612570.0,1010000.0,Single Family,Detached House,3,3,945.0,1.0258995,South,May,-397430.0,Spring,5
7005,2019,Fairfield,306950.0,341000.0,Single Family,Detached House,3,2,1017.0,1.0258995,East,May,-34050.0,Spring,5
7006,2019,Stamford,596890.0,1079000.0,Single Family,Detached House,3,3,953.0,1.0258995,East,May,-482110.0,Spring,5
7007,2019,Unknown,100920.0,175000.0,Single Family,Detached House,3,1,1018.0,1.0258995,North,May,-74080.0,Spring,5
7008,2019,Fairfield,290640.0,430000.0,,Detached House,3,1,986.0,1.0258995,East,May,-139360.0,Spring,5
7009,2019,Waterbury,43360.0,55000.0,Four Family,Fourplex,8,7,2900.0,1.0258995,South,May,-11640.0,Spring,5
7011,2019,Stamford,239550.0,551000.0,Single Family,Detached House,3,3,1060.0,1.0258995,West,May,-311450.0,Spring,5
7012,2019,Greenwich,2925230.0,4200000.0,Single Family,Detached House,3,1,955.0,1.0258995,North,May,-1274770.0,Spring,5
7014,2019,Greenwich,815640.0,1200000.0,Single Family,Detached House,3,3,910.0,1.0258995,East,May,-384360.0,Spring,5
7015,2019,Norwalk,236570.0,375000.0,Three Family,Triplex,6,4,1842.0,1.0258995,East,May,-138430.0,Spring,5
7017,2019,Greenwich,3709720.0,6775000.0,Single Family,Detached House,3,2,1025.0,1.0258995,West,June,-3065280.0,Summer,5
7019,2019,Stamford,677310.0,1050000.0,Single Family,Detached House,3,2,932.0,1.0258995,East,June,-372690.0,Summer,5
7023,2019,Unknown,86440.0,110000.0,Three Family,Triplex,6,5,1974.0,1.0258995,East,June,-23560.0,Summer,5
7024,2019,Waterbury,113810.0,160000.0,Single Family,Detached House,3,2,933.0,1.0258995,South,June,-46190.0,Summer,5
7025,2019,Greenwich,1464820.0,1717000.0,Single Family,Detached House,3,2,910.0,1.0258995,North,June,-252180.0,Summer,5
7027,2019,Unknown,190160.0,205000.0,Single Family,Detached House,3,1,990.0,1.0258995,West,June,-14840.0,Summer,5
7029,2019,Fairfield,526470.0,825000.0,Single Family,Detached House,3,1,1058.0,1.0258995,South,June,-298530.0,Summer,5
7030,2019,Stamford,295340.0,535000.0,Single Family,Detached House,3,1,950.0,1.0258995,North,June,-239660.0,Summer,5
7031,2019,Waterbury,88570.0,71500.0,,Detached House,3,3,920.0,1.0258995,West,June,17070.0,Summer,5
7032,2019,Fairfield,463820.0,500000.0,,Detached House,3,2,971.0,1.0258995,North,June,-36180.0,Summer,5
7033,2019,Fairfield,845040.0,1300000.0,Single Family,Detached House,3,1,903.0,1.0258995,South,June,-454960.0,Summer,5
7034,2019,Fairfield,272230.0,375500.0,Single Family,Detached House,3,2,1008.0,1.0258995,South,June,-103270.0,Summer,5
7035,2019,Unknown,304980.0,555000.0,Single Family,Detached House,3,2,969.0,1.0258995,South,June,-250020.0,Summer,5
7037,2019,Fairfield,356160.0,398000.0,Single Family,Detached House,3,1,1072.0,1.0258995,North,June,-41840.0,Summer,5
7038,2019,Unknown,106750.0,129000.0,,Detached House,3,1,1075.0,1.0258995,South,June,-22250.0,Summer,5
7040,2019,Greenwich,720650.0,900000.0,,Detached House,3,1,1012.0,1.0258995,North,June,-179350.0,Summer,5
7041,2019,Fairfield,269920.0,425000.0,Single Family,Detached House,3,1,912.0,1.0258995,North,June,-155080.0,Summer,5
7042,2019,Bridgeport,119330.0,90000.0,,Detached House,3,1,918.0,1.0258995,West,June,29330.0,Summer,5
7043,2019,Greenwich,3830540.0,5800000.0,Single Family,Detached House,3,1,1079.0,1.0258995,West,June,-1969460.0,Summer,5
7044,2019,Unknown,468580.0,775000.0,Single Family,Detached House,3,1,981.0,1.0258995,East,June,-306420.0,Summer,5
7045,2019,Waterbury,70840.0,66900.0,Single Family,Detached House,3,3,1021.0,1.0258995,East,June,3940.0,Summer,5
7046,2019,Fairfield,775670.0,1250000.0,,Detached House,3,2,1024.0,1.0258995,West,June,-474330.0,Summer,5
7048,2019,Unknown,504620.0,730000.0,Single Family,Detached House,3,2,1040.0,1.0258995,North,June,-225380.0,Summer,5
7049,2019,Bridgeport,99140.0,80000.0,Two Family,Duplex,4,2,1392.0,1.0258995,North,June,19140.0,Summer,5
7050,2019,Norwalk,345080.0,460000.0,Single Family,Detached House,3,3,1040.0,1.0258995,North,June,-114920.0,Summer,5
7051,2019,Stamford,398320.0,615000.0,Single Family,Detached House,3,2,927.0,1.0258995,East,June,-216680.0,Summer,5
7052,2019,Norwalk,279510.0,519000.0,Single Family,Detached House,3,3,1026.0,1.0258995,South,June,-239490.0,Summer,5
7053,2019,Unknown,99400.0,140000.0,Single Family,Detached House,3,2,1073.0,1.0258995,North,June,-40600.0,Summer,5
7055,2019,Fairfield,760130.0,975000.0,Single Family,Detached House,3,2,1014.0,1.0258995,North,June,-214870.0,Summer,5
7056,2019,Greenwich,2657200.0,4066000.0,Single Family,Detached House,3,3,980.0,1.0258995,North,June,-1408800.0,Summer,5
7057,2019,Fairfield,609490.0,870000.0,Single Family,Detached House,3,1,971.0,1.0258995,South,June,-260510.0,Summer,5
7058,2019,Bridgeport,108750.0,130000.0,Three Family,Triplex,6,4,1872.0,1.0258995,West,June,-21250.0,Summer,5
7060,2019,Stamford,747190.0,983000.0,Single Family,Detached House,3,3,970.0,1.0258995,South,June,-235810.0,Summer,5
7061,2019,Stamford,754540.0,1275000.0,Single Family,Detached House,3,2,1094.0,1.0258995,West,June,-520460.0,Summer,5
7063,2019,Stamford,496900.0,800000.0,Two Family,Duplex,4,2,1202.0,1.0258995,South,June,-303100.0,Summer,5
7065,2019,Bridgeport,192030.0,327400.0,Single Family,Detached House,3,3,1089.0,1.0258995,East,June,-135370.0,Summer,5
7066,2019,Bridgeport,96150.0,120000.0,Three Family,Triplex,6,6,2195.0,1.0258995,West,June,-23850.0,Summer,5
7067,2019,Fairfield,1169420.0,1499000.0,,Detached House,3,1,995.0,1.0258995,East,June,-329580.0,Summer,5
7068,2019,Waterbury,116140.0,142500.0,,Detached House,3,3,1100.0,1.0258995,North,June,-26360.0,Summer,5
7069,2019,Norwalk,231330.0,439000.0,Single Family,Detached House,3,2,911.0,1.0258995,North,June,-207670.0,Summer,5
7070,2019,Norwalk,313520.0,586000.0,Single Family,Detached House,3,2,950.0,1.0258995,South,June,-272480.0,Summer,5
7072,2019,Unknown,1258740.0,1690000.0,Single Family,Detached House,3,3,1007.0,1.0258995,East,June,-431260.0,Summer,5
7073,2019,Norwalk,2539330.0,3900000.0,Single Family,Detached House,3,3,1045.0,1.0258995,East,June,-1360670.0,Summer,5
7074,2019,Greenwich,659750.0,1110000.0,Single Family,Detached House,3,1,922.0,1.0258995,South,June,-450250.0,Summer,5
7076,2019,Norwalk,526100.0,765500.0,Single Family,Detached House,3,3,979.0,1.0258995,East,June,-239400.0,Summer,5
7077,2019,Fairfield,458290.0,695000.0,Single Family,Detached House,3,1,1018.0,1.0258995,North,June,-236710.0,Summer,5
7078,2019,Norwalk,2221680.0,3850000.0,Single Family,Detached House,3,2,984.0,1.0258995,South,June,-1628320.0,Summer,5
7079,2019,Fairfield,718340.0,1000000.0,Single Family,Detached House,3,1,944.0,1.0258995,East,June,-281660.0,Summer,5
7081,2019,Fairfield,627270.0,870000.0,Single Family,Detached House,3,3,936.0,1.0258995,South,June,-242730.0,Summer,5
7082,2019,Fairfield,446460.0,665000.0,Single Family,Detached House,3,1,1030.0,1.0258995,East,June,-218540.0,Summer,5
7083,2019,Unknown,103970.0,50000.0,,Detached House,3,1,1063.0,1.0258995,West,June,53970.0,Summer,5
7084,2019,Fairfield,244580.0,332000.0,Single Family,Detached House,3,1,922.0,1.0258995,East,June,-87420.0,Summer,5
7086,2019,Norwalk,182650.0,340000.0,Single Family,Detached House,3,1,983.0,1.0258995,West,June,-157350.0,Summer,5
7087,2019,Greenwich,1192800.0,2200000.0,Single Family,Detached House,3,1,1046.0,1.0258995,West,June,-1007200.0,Summer,5
7088,2019,Unknown,216540.0,475000.0,Two Family,Duplex,4,3,1293.0,1.0258995,East,June,-258460.0,Summer,5
7089,2019,Unknown,587930.0,942000.0,Single Family,Detached House,3,2,1011.0,1.0258995,West,June,-354070.0,Summer,5
7090,2019,Fairfield,732970.0,940000.0,,Detached House,3,2,1067.0,1.0258995,East,June,-207030.0,Summer,5
7092,2019,Bridgeport,88350.0,125000.0,,Duplex,4,3,1487.0,1.0258995,South,June,-36650.0,Summer,5
7093,2019,Bridgeport,172430.0,224900.0,Single Family,Detached House,3,2,1062.0,1.0258995,West,June,-52470.0,Summer,5
7094,2019,Unknown,363420.0,539000.0,Single Family,Detached House,3,1,965.0,1.0258995,East,June,-175580.0,Summer,5
7095,2019,Unknown,454410.0,595000.0,Single Family,Detached House,3,2,1064.0,1.0258995,West,June,-140590.0,Summer,5
7096,2019,Stamford,541560.0,882000.0,Single Family,Detached House,3,2,908.0,1.0258995,West,June,-340440.0,Summer,5
7098,2019,Unknown,1240540.0,1850000.0,Single Family,Detached House,3,3,1097.0,1.0258995,South,June,-609460.0,Summer,5
7099,2019,Stamford,420740.0,625000.0,Single Family,Detached House,3,3,952.0,1.0258995,East,June,-204260.0,Summer,5
7100,2019,Fairfield,696080.0,843375.0,Single Family,Detached House,3,2,1001.0,1.0258995,East,June,-147295.0,Summer,5
7103,2019,Waterbury,94650.0,149900.0,Single Family,Detached House,3,3,1013.0,1.0258995,South,July,-55250.0,Summer,5
7104,2019,Norwalk,230520.0,384000.0,Single Family,Detached House,3,1,947.0,1.0258995,South,July,-153480.0,Summer,5
7105,2019,Waterbury,90180.0,125000.0,Single Family,Detached House,3,2,1016.0,1.0258995,North,July,-34820.0,Summer,5
7106,2019,Unknown,75160.0,100000.0,Single Family,Detached House,3,1,1005.0,1.0258995,South,July,-24840.0,Summer,5
7108,2019,Fairfield,326690.0,445000.0,Single Family,Detached House,3,3,941.0,1.0258995,South,July,-118310.0,Summer,5
7109,2019,Bridgeport,104470.0,233000.0,,Detached House,3,2,914.0,1.0258995,North,July,-128530.0,Summer,5
7110,2019,Waterbury,63010.0,108000.0,Single Family,Detached House,3,3,926.0,1.0258995,East,July,-44990.0,Summer,5
7115,2019,Stamford,280960.0,500000.0,Single Family,Detached House,3,3,997.0,1.0258995,North,July,-219040.0,Summer,5
7118,2019,Norwalk,941430.0,1725000.0,Single Family,Detached House,3,2,938.0,1.0258995,East,July,-783570.0,Summer,5
7119,2019,Stamford,275120.0,475000.0,Two Family,Duplex,4,3,1225.0,1.0258995,North,July,-199880.0,Summer,5
7120,2019,Greenwich,507010.0,751000.0,Single Family,Detached House,3,2,1012.0,1.0258995,East,July,-243990.0,Summer,5
7121,2019,Stamford,229060.0,420000.0,Two Family,Duplex,4,4,1378.0,1.0258995,North,July,-190940.0,Summer,5
7122,2019,Unknown,309750.0,520000.0,Single Family,Detached House,3,1,1000.0,1.0258995,West,July,-210250.0,Summer,5
7123,2019,Greenwich,1711500.0,2160000.0,Single Family,Detached House,3,3,988.0,1.0258995,East,July,-448500.0,Summer,5
7124,2019,Bridgeport,231270.0,350000.0,Four Family,Fourplex,8,6,2960.0,1.0258995,West,July,-118730.0,Summer,5
7125,2019,Unknown,60340.0,40299.0,,Detached House,3,1,1078.0,1.0258995,East,July,20041.0,Summer,5
7126,2019,Fairfield,312900.0,449000.0,Single Family,Detached House,3,3,908.0,1.0258995,North,July,-136100.0,Summer,5
7127,2019,Unknown,440220.0,745000.0,Single Family,Detached House,3,2,1042.0,1.0258995,North,July,-304780.0,Summer,5
7131,2019,Waterbury,118370.0,145000.0,Single Family,Detached House,3,2,1014.0,1.0258995,South,July,-26630.0,Summer,5
7132,2019,Bridgeport,159380.0,259000.0,Three Family,Triplex,6,6,2172.0,1.0258995,West,July,-99620.0,Summer,5
7133,2019,Waterbury,65580.0,109000.0,Single Family,Detached House,3,2,1012.0,1.0258995,East,July,-43420.0,Summer,5
7134,2019,Waterbury,82830.0,124900.0,Single Family,Detached House,3,2,1022.0,1.0258995,West,July,-42070.0,Summer,5
7135,2019,Waterbury,62160.0,72000.0,Single Family,Detached House,3,1,902.0,1.0258995,North,July,-9840.0,Summer,5
7136,2019,Greenwich,1666630.0,2600000.0,Single Family,Detached House,3,1,1013.0,1.0258995,North,July,-933370.0,Summer,5
7137,2019,Stamford,288110.0,495000.0,,Detached House,3,3,994.0,1.0258995,South,July,-206890.0,Summer,5
7138,2019,Fairfield,279510.0,512000.0,Single Family,Detached House,3,3,1070.0,1.0258995,South,July,-232490.0,Summer,5
7139,2019,Bridgeport,182500.0,329000.0,Single Family,Detached House,3,2,980.0,1.0258995,South,July,-146500.0,Summer,5
7140,2019,Bridgeport,216170.0,239604.0,Four Family,Fourplex,8,6,2898.0,1.0258995,East,July,-23434.0,Summer,5
7141,2019,Fairfield,535290.0,785000.0,Single Family,Detached House,3,3,963.0,1.0258995,West,July,-249710.0,Summer,5
7142,2019,Greenwich,2261840.0,4900000.0,Single Family,Detached House,3,1,1099.0,1.0258995,West,July,-2638160.0,Summer,5
7144,2019,Bridgeport,154620.0,220000.0,Three Family,Triplex,6,5,2150.0,1.0258995,East,July,-65380.0,Summer,5
7145,2019,Norwalk,387150.0,630000.0,,Detached House,3,3,954.0,1.0258995,West,July,-242850.0,Summer,5
7148,2019,Norwalk,449265.0,620000.0,Single Family,Detached House,3,1,949.0,1.0258995,West,July,-170735.0,Summer,5
7150,2019,Bridgeport,137640.0,240000.0,Single Family,Detached House,3,3,1011.0,1.0258995,West,July,-102360.0,Summer,5
7151,2019,Waterbury,89120.0,73000.0,Single Family,Detached House,3,3,909.0,1.0258995,North,July,16120.0,Summer,5
7152,2019,Unknown,854000.0,1150000.0,,Detached House,3,3,980.0,1.0258995,South,July,-296000.0,Summer,5
7153,2019,Waterbury,53920.0,117775.0,Single Family,Detached House,3,1,1028.0,1.0258995,South,July,-63855.0,Summer,5
7154,2019,Bridgeport,116270.0,235000.0,Single Family,Detached House,3,1,1093.0,1.0258995,East,July,-118730.0,Summer,5
7155,2019,Fairfield,620340.0,830000.0,,Detached House,3,3,924.0,1.0258995,South,July,-209660.0,Summer,5
7156,2019,Fairfield,403340.0,632500.0,Single Family,Detached House,3,1,1058.0,1.0258995,North,July,-229160.0,Summer,5
7157,2019,Waterbury,107320.0,146000.0,,Detached House,3,3,983.0,1.0258995,North,July,-38680.0,Summer,5
7158,2019,Unknown,895020.0,1809000.0,,Detached House,3,3,1042.0,1.0258995,South,July,-913980.0,Summer,5
7159,2019,Bridgeport,157870.0,275000.0,Three Family,Triplex,6,6,1845.0,1.0258995,South,July,-117130.0,Summer,5
7160,2019,Unknown,87260.0,94000.0,Single Family,Detached House,3,2,934.0,1.0258995,East,July,-6740.0,Summer,5
7161,2019,Bridgeport,121950.0,40000.0,Two Family,Duplex,4,4,1257.0,1.0258995,South,July,81950.0,Summer,5
7163,2019,Bridgeport,121950.0,40000.0,Two Family,Duplex,4,2,1215.0,1.0258995,North,July,81950.0,Summer,5
7165,2019,Waterbury,54480.0,25500.0,Two Family,Duplex,4,2,1204.0,1.0258995,South,July,28980.0,Summer,5
7167,2019,Stamford,511440.0,580000.0,,Detached House,3,1,1074.0,1.0258995,East,July,-68560.0,Summer,5
7170,2019,Norwalk,218000.0,440000.0,Single Family,Detached House,3,3,1028.0,1.0258995,North,July,-222000.0,Summer,5
7172,2019,Bridgeport,236430.0,385000.0,Single Family,Detached House,3,1,1068.0,1.0258995,West,July,-148570.0,Summer,5
7173,2019,Waterbury,54240.0,79500.0,Single Family,Detached House,3,2,999.0,1.0258995,East,July,-25260.0,Summer,5
7174,2019,Norwalk,280960.0,475000.0,,Detached House,3,2,1059.0,1.0258995,West,July,-194040.0,Summer,5
7175,2019,Norwalk,208250.0,216500.0,Single Family,Detached House,3,3,1003.0,1.0258995,South,July,-8250.0,Summer,5
7177,2019,Fairfield,414610.0,562000.0,Single Family,Detached House,3,1,921.0,1.0258995,North,July,-147390.0,Summer,5
7178,2019,Unknown,830270.0,1058500.0,Single Family,Detached House,3,2,907.0,1.0258995,West,July,-228230.0,Summer,5
7179,2019,Greenwich,2859570.0,4275000.0,Single Family,Detached House,3,2,1086.0,1.0258995,West,July,-1415430.0,Summer,5
7180,2019,Stamford,486460.0,630000.0,Single Family,Detached House,3,1,1067.0,1.0258995,West,July,-143540.0,Summer,5
7181,2019,Norwalk,496080.0,720000.0,,Detached House,3,3,957.0,1.0258995,West,July,-223920.0,Summer,5
7182,2019,Stamford,331190.0,584400.0,Single Family,Detached House,3,2,993.0,1.0258995,South,July,-253210.0,Summer,5
7183,2019,Fairfield,320880.0,619000.0,,Detached House,3,3,969.0,1.0258995,West,July,-298120.0,Summer,5
7184,2019,Waterbury,113450.0,136171.0,Single Family,Detached House,3,3,973.0,1.0258995,North,July,-22721.0,Summer,5
7185,2019,Bridgeport,125670.0,142000.0,Two Family,Duplex,4,4,1274.0,1.0258995,West,July,-16330.0,Summer,5
7186,2019,Bridgeport,140070.0,171383.0,Three Family,Triplex,6,4,2102.0,1.0258995,West,July,-31313.0,Summer,5
7188,2019,Waterbury,95950.0,75000.0,Single Family,Detached House,3,2,914.0,1.0258995,North,July,20950.0,Summer,5
7190,2019,Stamford,407350.0,625000.0,Single Family,Detached House,3,3,922.0,1.0258995,West,July,-217650.0,Summer,5
7191,2019,Bridgeport,121850.0,169900.0,Two Family,Duplex,4,4,1302.0,1.0258995,South,July,-48050.0,Summer,5
7192,2019,Greenwich,538090.0,725000.0,,Detached House,3,1,1031.0,1.0258995,West,August,-186910.0,Summer,5
7193,2019,Fairfield,255360.0,325000.0,Single Family,Detached House,3,2,924.0,1.0258995,South,August,-69640.0,Summer,5
7194,2019,Waterbury,68390.0,38507.0,Single Family,Detached House,3,1,935.0,1.0258995,East,August,29883.0,Summer,5
7195,2019,Stamford,599930.0,1200000.0,Single Family,Detached House,3,3,905.0,1.0258995,East,August,-600070.0,Summer,5
7196,2019,Unknown,213140.0,350000.0,Single Family,Detached House,3,1,1049.0,1.0258995,South,August,-136860.0,Summer,5
7197,2019,Norwalk,185000.0,267000.0,Single Family,Detached House,3,1,986.0,1.0258995,West,August,-82000.0,Summer,5
7200,2019,Unknown,256710.0,450000.0,Single Family,Detached House,3,1,947.0,1.0258995,West,August,-193290.0,Summer,5
7201,2019,Stamford,223530.0,387500.0,,Detached House,3,1,1010.0,1.0258995,West,August,-163970.0,Summer,5
7203,2019,Unknown,226590.0,450000.0,,Duplex,4,2,1409.0,1.0258995,North,August,-223410.0,Summer,5
7204,2019,Waterbury,68020.0,85000.0,Single Family,Detached House,3,2,906.0,1.0258995,East,August,-16980.0,Summer,5
7206,2019,Fairfield,338380.0,565000.0,Single Family,Detached House,3,1,1027.0,1.0258995,East,August,-226620.0,Summer,5
7207,2019,Bridgeport,141800.0,109900.0,Four Family,Fourplex,8,8,2739.0,1.0258995,North,August,31900.0,Summer,5
7208,2019,Greenwich,6978930.0,6650000.0,Single Family,Detached House,3,1,922.0,1.0258995,South,August,328930.0,Summer,5
7209,2019,Stamford,304850.0,365500.0,Single Family,Detached House,3,3,1040.0,1.0258995,South,August,-60650.0,Summer,5
7211,2019,Unknown,321650.0,405000.0,Single Family,Detached House,3,2,900.0,1.0258995,West,August,-83350.0,Summer,5
7212,2019,Unknown,75490.0,75000.0,Single Family,Detached House,3,2,928.0,1.0258995,North,August,490.0,Summer,5
7213,2019,Greenwich,2128210.0,3495000.0,,Detached House,3,2,970.0,1.0258995,East,August,-1366790.0,Summer,5
7214,2019,Waterbury,56210.0,27000.0,Three Family,Triplex,6,4,2176.0,1.0258995,North,August,29210.0,Summer,5
7216,2019,Waterbury,70420.0,95700.0,Single Family,Detached House,3,1,977.0,1.0258995,East,August,-25280.0,Summer,5
7217,2019,Bridgeport,110750.0,100800.0,Single Family,Detached House,3,1,943.0,1.0258995,West,August,9950.0,Summer,5
7218,2019,Fairfield,381780.0,730000.0,Single Family,Detached House,3,2,933.0,1.0258995,East,August,-348220.0,Summer,5
7219,2019,Fairfield,543480.0,550000.0,Single Family,Detached House,3,3,949.0,1.0258995,North,August,-6520.0,Summer,5
7220,2019,Greenwich,2071230.0,2200000.0,Single Family,Detached House,3,3,946.0,1.0258995,West,August,-128770.0,Summer,5
7222,2019,Norwalk,153460.0,200000.0,Single Family,Detached House,3,2,969.0,1.0258995,East,August,-46540.0,Summer,5
7223,2019,Norwalk,295680.0,470000.0,,Detached House,3,1,1070.0,1.0258995,North,August,-174320.0,Summer,5
7224,2019,Fairfield,574980.0,640000.0,Single Family,Detached House,3,1,1020.0,1.0258995,South,August,-65020.0,Summer,5
7225,2019,Unknown,293750.0,261187.0,Single Family,Detached House,3,2,982.0,1.0258995,North,August,32563.0,Summer,5
7226,2019,Unknown,2372090.0,3425000.0,Single Family,Detached House,3,3,1001.0,1.0258995,East,August,-1052910.0,Summer,5
7227,2019,Bridgeport,102000.0,165000.0,Single Family,Detached House,3,2,1068.0,1.0258995,West,August,-63000.0,Summer,5
